Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
TSRTC - 6923,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00,13:00,06h 00m,INR 451,30 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8735,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:30,15:00,06h 30m,INR 451,31 Seats available,"4.3
5",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 6909,Deluxe (Non AC Seater 2+2),08:40,15:00,06h 20m,INR 396,35 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8950,RAJDHANI (A.C. Semi Sleeper),09:00,16:15,07h 15m,INR 548,33 Seats available,"2.0
4",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 06632,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:15,15:15,06h 00m,INR 451,33 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 34346,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:20,16:20,06h 00m,INR 451,31 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 1322,LAHARI A/C SLEEPER CUM SEATER,10:25,18:00,07h 35m,INR 548,37 Seats available,"4.1
31",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8755,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:30,17:00,06h 30m,INR 451,31 Seats available,"4.0
5",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8743,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:15,18:45,06h 30m,INR 451,31 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8873,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:20,19:25,06h 05m,INR 451,31 Seats available,"3.0
6",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8951,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,20:00,06h 00m,INR 451,32 Seats available,"4.6
12",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 1953,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,22:15,07h 15m,INR 548,33 Seats available,"2.5
38",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 64188,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,21:25,06h 25m,INR 451,31 Seats available,"4.7
11",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8796,RAJDHANI (A.C. Semi Sleeper),15:40,21:30,05h 50m,INR 548,37 Seats available,"2.7
8",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 1320,LAHARI A/C SLEEPER CUM SEATER,15:55,22:40,06h 45m,INR 548,32 Seats available,"2.6
23",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 34336,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,22:30,06h 30m,INR 451,33 Seats available,"3.8
10",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8760,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,23:30,06h 30m,INR 451,29 Seats available,"4.9
8",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8869,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:40,23:40,06h 00m,INR 451,1 Seat available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8715,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:20,00:50,06h 30m,INR 451,31 Seats available,"4.1
7",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 7645,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,03:40,08h 10m,INR 451,31 Seats available,"3.9
10",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 34342,RAJDHANI (A.C. Semi Sleeper),19:40,01:40,06h 00m,INR 548,32 Seats available,"3.1
8",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8719,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,04:00,08h 00m,INR 451,25 Seats available,"4.8
9",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 6906,Deluxe (Non AC Seater 2+2),20:20,02:40,06h 20m,INR 396,28 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 34330,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,03:10,06h 30m,INR 451,30 Seats available,"4.8
7",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8902,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,03:30,06h 45m,INR 451,30 Seats available,"4.6
26",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8727,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,03:45,06h 30m,INR 451,30 Seats available,"3.7
8",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8983,RAJDHANI (A.C. Semi Sleeper),21:30,05:00,07h 30m,INR 548,31 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 9984,Lahari Non A/C Sleeper Cum Seater,21:30,04:15,06h 45m,INR 451,45 Seats available,"3.8
33",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8875,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,03:45,06h 15m,INR 451,32 Seats available,"4.8
12",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 34332,LAHARI A/C SLEEPER CUM SEATER,22:00,04:10,06h 10m,INR 548,31 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 9970,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,04:15,06h 00m,INR 451,28 Seats available,"4.1
11",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8872,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,04:50,06h 10m,INR 451,30 Seats available,"4.2
26",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8729,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,05:00,06h 00m,INR 451,29 Seats available,"3.7
25",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8737,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:20,05:50,06h 30m,INR 451,27 Seats available,"3.7
11",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8877,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55,06:15,06h 20m,INR 451,30 Seats available,"4.6
11",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
BSR Tours And Travels,A/C Sleeper (2+1),22:00,04:30,06h 30m,INR 800,10 Seats available,"4.8
158",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
BSR Tours And Travels,A/C Seater / Sleeper (2+1),22:00,04:30,06h 30m,INR 580,44 Seats available,"4.6
76",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
SAIRAJ TRAVELS,A/C Seater / Sleeper (2+1),22:15,05:00,06h 45m,INR 560,25 Seats available,"4.6
45",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
SAIRAJ TRAVELS,NON A/C Seater (2+2),22:15,05:00,06h 45m,INR 500,32 Seats available,"4.0
63",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Bharathi Tours & Travels,A/C Sleeper (2+1),21:20,04:50,07h 30m,INR 1090,23 Seats available,"4.7
22",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,05:55,08h 35m,INR 600,30 Seats available,"4.0
38",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Morning Star Travels,A/C Sleeper (2+1),22:50,04:30,05h 40m,INR 600,27 Seats available,"3.4
65",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:35,05:30,06h 55m,INR 600,32 Seats available,"3.5
49",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:30,05:15,05h 45m,INR 500,38 Seats available,"2.9
59",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),22:45,05:00,06h 15m,INR 800,30 Seats available,"2.5
54",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:20,05:00,06h 40m,INR 470,34 Seats available,"2.5
37",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),03:20,09:00,05h 40m,INR 500,9 Seats available,"2.7
10",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
VSR Tours and Travels,A/C Sleeper (2+1),23:00,04:30,05h 30m,INR 749,24 Seats available,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Bharathi Tours & Travels,A/C Sleeper (2+1),22:35,05:30,06h 55m,INR 800,30 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:20,05:00,06h 40m,INR 450,20 Seats available,"2.9
4",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Gupta Travels Galaxy,NON A/C Seater / Sleeper (2+2),18:00,23:45,05h 45m,450,44 Seats available,"2.2
5",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
MAHABAHUSRIKVRTRAVELS,Non A/C Seater / Sleeper (2+1),16:00,23:00,07h 00m,INR 700,45 Seats available,"2.3
5",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Prajapati Travels,NON A/C Sleeper (2+1),07:15,13:40,06h 25m,INR 2000,34 Seats available,2.5,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Nani’s Sai Krishna Travels,NON A/C Hi-Tech Push Back (2+2),22:20,05:10,06h 50m,INR 3000,23 Seats available,2.5,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
MAHABAHUSRIKVRTRAVELS,A/C Seater / Sleeper (2+1),17:00,22:45,05h 45m,INR 1300,44 Seats available,2.3,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Maa Bankeshwari -Gupta Travels Galaxy,NON A/C Seater / Sleeper (2+2),19:15,01:00,05h 45m,618,50 Seats available,2.2,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
Gupta Travels Galaxy,A/C Seater / Sleeper (2+2),21:00,03:45,06h 45m,855,51 Seats available,2.2,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 7357,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:45,11:05,04h 20m,INR 365,2 Seats available,"3.8
17",https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7386,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:55,12:05,04h 10m,INR 365,11 Seats available,"3.5
13",https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7467,RAJDHANI (A.C. Semi Sleeper),09:40,14:05,04h 25m,INR 442,2 Seats available,"4.7
12",https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7349,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:45,15:00,04h 15m,INR 365,9 Seats available,"3.9
25",https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7373,RAJDHANI (A.C. Semi Sleeper),11:30,16:05,04h 35m,INR 442,8 Seats available,"4.3
21",https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7471,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:40,16:55,04h 15m,INR 365,5 Seats available,"3.4
18",https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7461,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40,17:50,04h 10m,INR 365,4 Seats available,"4.0
17",https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7339,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:15,18:35,04h 20m,INR 365,17 Seats available,"2.8
16",https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7881,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:20,19:30,04h 10m,INR 365,8 Seats available,"3.9
22",https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7465,RAJDHANI (A.C. Semi Sleeper),15:40,20:05,04h 25m,INR 442,14 Seats available,"3.6
27",https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7382,RAJDHANI (A.C. Semi Sleeper),16:40,22:50,06h 10m,INR 442,27 Seats available,"3.7
15",https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7418,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:40,21:05,04h 25m,INR 365,28 Seats available,"4.3
7",https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7302,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,00:35,05h 20m,INR 365,31 Seats available,"4.8
11",https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7345,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,00:10,04h 25m,INR 365,31 Seats available,"3.9
5",https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7355,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,00:50,04h 50m,INR 365,29 Seats available,"3.1
10",https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7527,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,01:45,04h 30m,INR 365,29 Seats available,"3.7
6",https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7384,RAJDHANI (A.C. Semi Sleeper),22:00,02:45,04h 45m,INR 442,26 Seats available,"4.0
8",https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7359,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:55,03:15,04h 20m,INR 365,31 Seats available,"4.1
23",https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7377,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,03:45,04h 15m,INR 365,27 Seats available,"4.5
16",https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7375,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:59,04:55,04h 56m,INR 366,21 Seats available,"4.2
53",https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
SLVR Travels,Non A/C Seater / Sleeper (2+1),17:30,23:35,06h 05m,INR 800,26 Seats available,New,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
Harikrishna Travels,Non A/C Seater / Sleeper (2+1),17:30,23:55,06h 25m,855,41 Seats available,3.1,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
Harikrishna Travels,Non A/C Seater / Sleeper (2+1),17:55,23:59,06h 04m,1900,41 Seats available,3.1,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
APSRTC - 51626,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:30,04:43,04h 13m,INR 344,34 Seats available,"3.7
23",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51607,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:00,05:15,04h 15m,INR 344,31 Seats available,"3.3
13",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51137,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:30,05:43,04h 13m,INR 344,33 Seats available,"3.8
27",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6393,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:00,06:58,04h 58m,INR 344,32 Seats available,"4.4
24",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51351,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:45,08:30,04h 45m,INR 344,27 Seats available,"3.9
109",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6593,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,10:15,05h 15m,INR 376,27 Seats available,"3.5
88",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6565,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:20,10:45,05h 25m,INR 344,25 Seats available,"3.5
21",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6879,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:30,11:45,06h 15m,INR 344,32 Seats available,"3.9
49",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51453,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:45,12:30,05h 45m,INR 376,32 Seats available,"4.1
20",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51244,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00,12:00,05h 00m,INR 344,32 Seats available,"3.4
7",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 9291,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00,13:15,06h 15m,INR 376,29 Seats available,"3.9
22",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51535,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:45,12:00,04h 15m,INR 344,27 Seats available,"4.0
10",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 66360,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:00,14:00,06h 00m,INR 376,33 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6414,INDRA(A.C. Seater),08:30,13:45,05h 15m,INR 416,26 Seats available,"3.6
50",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6428,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:00,13:15,04h 15m,INR 344,33 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51057,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:15,13:20,04h 05m,INR 344,32 Seats available,"3.8
6",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6479,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:45,14:00,04h 15m,INR 344,33 Seats available,"3.3
6",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6436,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:30,15:00,04h 30m,INR 344,32 Seats available,"3.9
5",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6606,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00,15:30,04h 30m,INR 344,33 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6260,INDRA(A.C. Seater),11:15,15:13,03h 58m,INR 416,37 Seats available,"3.0
46",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51203,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,16:10,04h 40m,INR 344,32 Seats available,"3.9
4",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51511,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00,16:30,04h 30m,INR 344,32 Seats available,"3.0
6",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51538,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30,17:20,04h 50m,INR 344,33 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51503,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,18:00,04h 30m,INR 344,32 Seats available,"1.5
6",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51619,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:45,17:58,04h 13m,INR 344,34 Seats available,"3.4
9",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 5656,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,20:45,06h 45m,INR 376,30 Seats available,"4.6
31",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51065,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:15,19:15,05h 00m,INR 344,32 Seats available,"4.1
5",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51353,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:45,18:45,04h 00m,INR 344,33 Seats available,"3.5
12",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51451,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,20:00,04h 30m,INR 344,32 Seats available,"3.5
6",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 9236,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,22:45,06h 45m,INR 376,32 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51051,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,21:30,04h 45m,INR 344,33 Seats available,"2.8
12",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 5355,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,20:45,04h 00m,INR 344,34 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 5652,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,23:59,06h 44m,INR 376,33 Seats available,"2.8
12",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 9295,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,21:30,04h 15m,INR 344,33 Seats available,"2.9
9",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6138,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,00:20,06h 35m,INR 396,33 Seats available,"3.5
10",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 5664,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,22:15,04h 30m,INR 344,33 Seats available,"4.0
7",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 47144,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:30,23:55,05h 25m,INR 465,44 Seats available,"2.5
5",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6175,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,23:00,04h 30m,INR 344,33 Seats available,"4.5
6",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 5682,INDRA(A.C. Seater),18:45,23:00,04h 15m,INR 416,35 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 5443,VENNELA (A.C. SLEEPER),19:00,00:45,05h 45m,INR 676,20 Seats available,"3.8
9",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 5421,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,23:30,04h 30m,INR 344,33 Seats available,"4.7
5",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
